Date,Open,High,Low,Close,Adj Close,Volume
2000-01-03,117.250000,117.500000,116.750000,116.750000,116.750000,2
2000-01-04,117.000000,117.000000,117.000000,117.000000,117.000000,12
2000-01-05,117.250000,117.500000,116.750000,116.750000,116.750000,6
2000-01-06,117.250000,117.500000,116.750000,117.000000,117.000000,6
2000-01-07,117.250000,117.500000,116.750000,117.250000,117.250000,6
2000-01-10,118.000000,118.000000,118.000000,118.000000,118.000000,10
2000-01-11,118.000000,118.250000,116.750000,117.000000,117.000000,12
2000-01-12,118.500000,118.500000,118.500000,119.000000,119.000000,12
2000-01-13,117.500000,120.500000,117.500000,120.500000,120.500000,41
2000-01-14,120.250000,120.250000,120.000000,120.000000,120.000000,16
2000-01-17,null,null,null,null,null,null
2000-01-18,119.750000,120.250000,119.750000,120.250000,120.250000,52
2000-01-19,121.500000,122.000000,121.000000,122.000000,122.000000,7
2000-01-20,122.500000,122.750000,122.000000,122.000000,122.000000,67
2000-01-21,121.750000,121.750000,121.000000,121.000000,121.000000,13
2000-01-24,122.000000,122.000000,121.500000,121.500000,121.500000,7
2000-01-25,122.000000,122.500000,122.000000,122.500000,122.500000,11
2000-01-26,122.000000,122.500000,122.000000,121.250000,121.250000,66
2000-01-27,120.500000,122.000000,120.500000,121.500000,121.500000,63
2000-01-28,121.750000,121.750000,120.750000,121.250000,121.250000,49
2000-01-31,120.000000,120.000000,120.000000,120.000000,120.000000,1
2000-02-01,120.000000,120.000000,118.500000,119.250000,119.250000,14
2000-02-02,118.750000,118.750000,118.750000,118.750000,118.750000,1
2000-02-03,118.000000,118.000000,118.000000,118.000000,118.000000,10
2000-02-04,117.000000,117.500000,117.000000,117.500000,117.500000,13
2000-02-07,119.250000,119.250000,118.750000,118.750000,118.750000,16
2000-02-08,118.250000,118.250000,117.500000,117.500000,117.500000,15
2000-02-09,117.500000,117.500000,117.000000,117.000000,117.000000,31
2000-02-10,117.500000,119.000000,117.500000,118.000000,118.000000,20
2000-02-11,119.000000,119.000000,118.000000,118.000000,118.000000,15
2000-02-14,119.000000,119.000000,119.000000,119.000000,119.000000,13
2000-02-15,119.000000,119.000000,119.000000,119.000000,119.000000,13
2000-02-16,119.000000,119.000000,118.250000,118.250000,118.250000,26
2000-02-17,118.000000,118.000000,117.500000,117.500000,117.500000,9
2000-02-18,118.250000,119.000000,118.250000,119.000000,119.000000,37
2000-02-21,null,null,null,null,null,null
2000-02-22,119.000000,119.000000,118.500000,118.750000,118.750000,106
2000-02-23,117.500000,117.750000,117.250000,117.500000,117.500000,120
2000-02-24,117.000000,117.750000,117.000000,117.750000,117.750000,166
2000-02-25,118.250000,118.250000,117.000000,117.000000,117.000000,85
2000-02-28,117.500000,117.750000,116.750000,116.750000,116.750000,56
2000-02-29,117.250000,119.500000,117.250000,119.500000,119.500000,74
2000-03-01,119.500000,120.250000,119.000000,119.000000,119.000000,286
2000-03-02,119.000000,119.500000,119.000000,119.000000,119.000000,12
2000-03-03,119.500000,120.000000,119.500000,119.500000,119.500000,34
2000-03-06,119.250000,120.250000,119.250000,120.000000,120.000000,78
2000-03-07,120.500000,120.500000,118.000000,118.000000,118.000000,63
2000-03-08,118.500000,118.500000,118.500000,118.500000,118.500000,48
2000-03-09,118.750000,118.750000,118.500000,118.500000,118.500000,6
2000-03-10,118.500000,118.500000,118.000000,118.000000,118.000000,47
2000-03-13,119.250000,120.500000,119.000000,120.000000,120.000000,55
2000-03-14,121.000000,121.500000,120.500000,121.500000,121.500000,88
2000-03-15,121.500000,122.000000,121.250000,121.250000,121.250000,20
2000-03-16,121.000000,123.250000,121.000000,121.750000,121.750000,43
2000-03-17,123.750000,123.750000,122.500000,123.250000,123.250000,26
2000-03-20,122.500000,122.500000,122.250000,122.250000,122.250000,28
2000-03-21,122.250000,123.000000,122.000000,122.000000,122.000000,106
2000-03-22,124.250000,124.250000,122.000000,122.500000,122.500000,146
2000-03-23,121.750000,121.750000,120.750000,120.750000,120.750000,38
2000-03-24,122.000000,122.000000,121.500000,121.500000,121.500000,10
2000-03-27,122.750000,122.750000,121.500000,121.500000,121.500000,26
2000-03-28,122.000000,122.000000,119.750000,119.750000,119.750000,152
2000-03-29,119.250000,119.750000,119.000000,119.500000,119.500000,49
2000-03-30,120.000000,121.500000,118.000000,121.500000,121.500000,11
2000-03-31,122.000000,123.000000,122.000000,122.250000,122.250000,135
2000-04-03,124.000000,124.500000,123.000000,123.000000,123.000000,66
2000-04-04,123.000000,123.000000,122.250000,122.250000,122.250000,71
2000-04-05,123.250000,123.250000,122.500000,122.500000,122.500000,31
2000-04-06,121.500000,121.750000,121.000000,121.000000,121.000000,89
2000-04-07,121.000000,121.750000,120.750000,121.500000,121.500000,80
2000-04-10,121.500000,122.000000,121.500000,121.750000,121.750000,9
2000-04-11,121.750000,121.750000,119.500000,120.000000,120.000000,79
2000-04-12,120.500000,121.000000,120.500000,120.500000,120.500000,58
2000-04-13,121.250000,123.000000,121.000000,122.000000,122.000000,59
2000-04-14,123.750000,123.750000,121.500000,122.500000,122.500000,145
2000-04-17,121.250000,121.500000,120.250000,120.500000,120.500000,34
2000-04-18,120.750000,121.250000,120.500000,121.000000,121.000000,28
2000-04-19,121.500000,123.000000,121.500000,122.750000,122.750000,73
2000-04-20,123.000000,125.250000,123.000000,124.000000,124.000000,159
2000-04-21,null,null,null,null,null,null
2000-04-24,124.000000,125.000000,123.750000,125.000000,125.000000,71
2000-04-25,125.500000,126.000000,125.500000,126.000000,126.000000,201
2000-04-26,126.500000,126.500000,125.000000,125.000000,125.000000,141
2000-04-27,125.000000,125.750000,124.000000,124.000000,124.000000,81
2000-04-28,125.250000,126.000000,123.750000,124.000000,124.000000,139
2000-05-01,126.750000,129.250000,126.750000,128.500000,128.500000,146
2000-05-02,129.000000,130.000000,128.500000,129.500000,129.500000,206
2000-05-03,130.250000,132.500000,130.000000,131.750000,131.750000,246
2000-05-04,130.500000,131.250000,130.000000,130.250000,130.250000,155
2000-05-05,129.250000,129.250000,127.750000,128.000000,128.000000,145
2000-05-08,125.750000,127.250000,125.750000,126.500000,126.500000,136
2000-05-09,123.500000,125.500000,123.500000,124.000000,124.000000,153
2000-05-10,124.500000,127.000000,124.500000,126.500000,126.500000,144
2000-05-11,127.250000,127.500000,126.500000,127.000000,127.000000,116
2000-05-12,125.250000,126.750000,125.250000,126.250000,126.250000,165
2000-05-15,125.500000,125.500000,123.000000,124.500000,124.500000,153
2000-05-16,124.000000,125.500000,123.750000,123.750000,123.750000,88
2000-05-17,123.250000,125.500000,122.750000,123.750000,123.750000,105
2000-05-18,126.000000,127.000000,125.000000,125.000000,125.000000,105
2000-05-19,125.750000,127.000000,125.750000,126.500000,126.500000,51
2000-05-22,126.000000,128.000000,126.000000,127.250000,127.250000,62
2000-05-23,127.250000,127.500000,126.500000,126.500000,126.500000,91
2000-05-24,126.250000,126.500000,124.750000,125.000000,125.000000,364
2000-05-25,124.000000,125.000000,121.000000,121.000000,121.000000,700
2000-05-26,121.000000,122.500000,121.000000,122.000000,122.000000,129
2000-05-29,null,null,null,null,null,null
2000-05-30,120.500000,120.500000,118.750000,119.000000,119.000000,355
