Date,Open,High,Low,Close,Adj Close,Volume
2000-11-01,0.889000,0.897000,0.882000,0.884000,0.884000,16223
2000-11-02,0.875000,0.887600,0.863000,0.868800,0.868800,17216
2000-11-03,0.867500,0.875000,0.860000,0.869500,0.869500,10170
2000-11-06,0.860000,0.885000,0.856000,0.882500,0.882500,16184
2000-11-07,0.893000,0.900000,0.886000,0.891000,0.891000,15717
2000-11-08,0.888000,0.888000,0.867000,0.874200,0.874200,16610
2000-11-09,0.882500,0.883500,0.867000,0.876600,0.876600,15533
2000-11-10,0.874000,0.889000,0.864000,0.872000,0.872000,14196
2000-11-13,0.876000,0.887000,0.871000,0.885000,0.885000,12093
2000-11-14,0.884000,0.895000,0.884000,0.892300,0.892300,11986
2000-11-15,0.902000,0.923000,0.884000,0.923000,0.923000,19743
2000-11-16,0.922000,0.935000,0.915000,0.923000,0.923000,16694
2000-11-17,0.918000,0.924000,0.902500,0.917000,0.917000,14793
2000-11-20,0.930000,0.930000,0.912500,0.919700,0.919700,12545
2000-11-21,0.923000,0.925000,0.910000,0.916000,0.916000,0
2000-11-22,0.909000,0.926000,0.904000,0.920100,0.920100,11062
2000-11-23,null,null,null,null,null,null
2000-11-24,null,null,null,null,null,null
2000-11-27,0.911000,0.921500,0.902500,0.906000,0.906000,23052
2000-11-28,0.895000,0.905000,0.877000,0.879500,0.879500,21095
2000-11-29,0.881000,0.911000,0.875000,0.910000,0.910000,20839
2000-11-30,0.912500,0.916000,0.872000,0.880000,0.880000,16701
2000-12-01,0.867000,0.870000,0.822000,0.822000,0.822000,19587
2000-12-04,0.828000,0.838500,0.797000,0.802500,0.802500,19382
2000-12-05,0.800000,0.801000,0.760000,0.762500,0.762500,14679
2000-12-06,0.773000,0.785000,0.735000,0.783000,0.783000,17411
2000-12-07,0.780000,0.795000,0.754000,0.766700,0.766700,13047
2000-12-08,0.754000,0.772000,0.731000,0.738000,0.738000,14112
2000-12-11,0.744000,0.767500,0.744000,0.764500,0.764500,13988
2000-12-12,0.769000,0.769000,0.750000,0.764000,0.764000,12866
2000-12-13,0.762000,0.770000,0.751000,0.754500,0.754500,13047
2000-12-14,0.759000,0.761000,0.732000,0.745000,0.745000,11374
2000-12-15,0.747000,0.764000,0.742000,0.759000,0.759000,13762
2000-12-18,0.770000,0.782000,0.762500,0.776000,0.776000,12832
2000-12-19,0.770000,0.775500,0.766000,0.770000,0.770000,13043
