Date,Open,High,Low,Close,Adj Close,Volume
2000-01-04,445.000000,446.000000,439.000000,441.899994,441.899994,177
2000-01-05,436.000000,439.000000,433.000000,438.100006,438.100006,319
2000-01-06,434.500000,437.000000,430.200012,435.299988,435.299988,180
2000-01-07,437.000000,444.500000,436.500000,443.899994,443.899994,102
2000-01-10,443.899994,456.000000,443.899994,451.950012,451.950012,143
2000-01-11,452.000000,452.000000,447.500000,449.399994,449.399994,133
2000-01-12,453.000000,453.000000,448.250000,452.250000,452.250000,103
2000-01-13,445.000000,448.100006,441.200012,447.000000,447.000000,241
2000-01-14,439.000000,443.100006,436.200012,441.000000,441.000000,274
2000-01-17,null,null,null,null,null,null
2000-01-18,438.000000,440.000000,436.500000,438.700012,438.700012,131
2000-01-19,443.000000,445.000000,438.600006,442.750000,442.750000,264
2000-01-20,442.000000,451.799988,442.000000,451.700012,451.700012,201
2000-01-21,452.000000,458.000000,448.100006,457.100006,457.100006,216
2000-01-24,460.000000,470.500000,460.000000,470.250000,470.250000,212
2000-01-25,477.000000,482.000000,475.200012,479.000000,479.000000,265
2000-01-26,474.000000,480.000000,468.000000,472.000000,472.000000,413
2000-01-27,479.000000,483.200012,476.000000,483.000000,483.000000,213
2000-01-28,492.000000,492.000000,483.000000,485.899994,485.899994,442
2000-01-31,485.799988,488.500000,483.500000,484.700012,484.700012,80
2000-02-01,485.000000,499.500000,481.100006,492.549988,492.549988,221
2000-02-02,502.000000,506.000000,492.500000,502.250000,502.250000,404
2000-02-03,510.000000,517.000000,495.100006,514.049988,514.049988,201
2000-02-04,516.000000,530.000000,509.000000,530.000000,530.000000,432
2000-02-07,535.000000,544.000000,529.000000,540.900024,540.900024,546
2000-02-08,570.000000,580.000000,536.599976,579.799988,579.799988,616
2000-02-09,578.000000,598.000000,570.000000,590.150024,590.150024,403
2000-02-10,576.000000,589.000000,571.000000,580.000000,580.000000,344
2000-02-11,593.000000,600.000000,570.200012,598.849976,598.849976,433
2000-02-14,602.000000,609.000000,570.099976,605.500000,605.500000,257
2000-02-15,655.000000,662.000000,605.400024,658.349976,658.349976,1017
2000-02-16,670.000000,720.000000,659.000000,711.150024,711.150024,744
2000-02-17,730.000000,747.000000,695.000000,705.549988,705.549988,472
2000-02-18,700.000000,720.000000,662.000000,701.250000,701.250000,0
2000-02-21,null,null,null,null,null,null
2000-02-22,745.000000,835.000000,720.799988,816.799988,816.799988,1229
2000-02-23,780.000000,816.000000,710.000000,720.000000,720.000000,438
2000-02-24,690.000000,720.000000,690.000000,697.400024,697.400024,377
2000-02-25,685.000000,700.000000,665.000000,689.000000,689.000000,311
2000-02-28,700.000000,725.000000,700.000000,721.200012,721.200012,237
2000-02-29,725.000000,725.000000,710.000000,712.000000,712.000000,170
2000-03-01,700.000000,700.000000,690.000000,690.900024,690.900024,162
2000-03-02,667.000000,675.000000,667.000000,665.400024,665.400024,16
2000-03-03,652.000000,652.000000,652.000000,655.000000,655.000000,28
2000-03-06,654.000000,654.000000,649.000000,660.000000,660.000000,6
2000-03-07,645.000000,645.000000,645.000000,665.500000,665.500000,4
2000-03-08,645.000000,645.000000,645.000000,704.700012,704.700012,0
2000-03-09,720.000000,720.000000,720.000000,694.500000,694.500000,7
2000-03-10,720.000000,720.000000,720.000000,707.500000,707.500000,0
2000-03-13,707.500000,720.000000,720.000000,692.500000,692.500000,0
2000-03-14,692.500000,720.000000,720.000000,697.500000,697.500000,0
2000-03-15,697.500000,720.000000,720.000000,706.000000,706.000000,20
2000-03-16,706.000000,720.000000,720.000000,720.000000,720.000000,0
2000-03-17,720.000000,720.000000,720.000000,718.500000,718.500000,10
2000-03-20,711.000000,711.000000,711.000000,686.900024,686.900024,2
2000-03-21,695.000000,695.000000,660.000000,663.500000,663.500000,3
2000-03-22,695.000000,695.000000,660.000000,660.549988,660.549988,0
2000-03-23,660.549988,695.000000,660.000000,650.500000,650.500000,138
2000-03-24,630.000000,638.000000,615.099976,618.000000,618.000000,193
2000-03-27,610.000000,620.000000,605.000000,614.750000,614.750000,83
2000-03-28,616.500000,622.000000,615.000000,615.549988,615.549988,115
2000-03-29,620.000000,620.000000,607.000000,610.000000,610.000000,0
2000-03-30,610.000000,610.000000,595.000000,602.799988,602.799988,76
2000-03-31,600.000000,600.000000,555.000000,595.500000,595.500000,212
2000-04-03,585.000000,588.000000,578.000000,582.000000,582.000000,58
2000-04-04,582.000000,598.000000,582.000000,595.000000,595.000000,47
2000-04-05,595.000000,599.000000,590.000000,595.700012,595.700012,72
2000-04-06,590.000000,595.000000,585.000000,586.000000,586.000000,55
2000-04-07,582.000000,585.000000,572.000000,579.000000,579.000000,0
2000-04-10,567.000000,568.000000,550.000000,555.000000,555.000000,254
2000-04-11,548.000000,568.000000,547.500000,565.200012,565.200012,188
2000-04-12,562.000000,566.000000,562.000000,562.000000,562.000000,42
2000-04-13,564.000000,564.000000,559.000000,560.700012,560.700012,160
2000-04-14,563.000000,581.000000,563.000000,580.950012,580.950012,82
2000-04-17,577.000000,581.000000,570.000000,577.500000,577.500000,55
2000-04-18,579.000000,587.000000,579.000000,585.150024,585.150024,70
2000-04-19,583.000000,583.000000,570.200012,574.299988,574.299988,60
2000-04-20,560.000000,569.900024,560.000000,562.099976,562.099976,70
2000-04-21,null,null,null,null,null,null
2000-04-24,563.000000,565.900024,562.500000,565.400024,565.400024,16
2000-04-25,564.000000,580.000000,564.000000,578.750000,578.750000,41
2000-04-26,575.000000,576.000000,566.099976,574.900024,574.900024,92
2000-04-27,577.000000,595.000000,577.000000,590.799988,590.799988,164
2000-04-28,600.000000,625.000000,594.000000,620.599976,620.599976,107
2000-05-01,620.000000,649.900024,614.000000,630.000000,630.000000,95
2000-05-02,630.000000,630.000000,588.000000,599.000000,599.000000,139
2000-05-03,590.000000,600.000000,578.000000,593.250000,593.250000,136
2000-05-04,575.200012,589.000000,569.900024,588.500000,588.500000,276
2000-05-05,580.000000,586.000000,580.000000,585.400024,585.400024,123
2000-05-08,580.000000,584.000000,580.000000,584.000000,584.000000,109
2000-05-09,589.400024,589.400024,581.000000,584.349976,584.349976,316
2000-05-10,579.500000,584.500000,577.000000,583.599976,583.599976,137
2000-05-11,578.000000,581.000000,576.000000,577.599976,577.599976,65
2000-05-12,575.000000,576.000000,572.500000,573.500000,573.500000,90
2000-05-15,571.000000,573.000000,562.099976,567.500000,567.500000,127
2000-05-16,565.500000,579.900024,565.500000,576.000000,576.000000,80
2000-05-17,568.000000,579.900024,568.000000,572.250000,572.250000,175
2000-05-18,572.900024,574.500000,572.250000,574.500000,574.500000,175
2000-05-19,575.000000,592.000000,574.500000,578.500000,578.500000,294
2000-05-22,572.000000,573.500000,565.000000,570.099976,570.099976,378
2000-05-23,566.000000,578.000000,566.000000,575.000000,575.000000,339
2000-05-24,566.000000,570.000000,564.099976,569.000000,569.000000,260
2000-05-25,565.000000,566.000000,563.000000,565.000000,565.000000,390
2000-05-26,563.000000,566.000000,563.000000,565.500000,565.500000,259
2000-05-29,null,null,null,null,null,null
2000-05-30,565.500000,572.000000,565.000000,570.200012,570.200012,241
2000-05-31,574.000000,580.000000,570.000000,581.849976,581.849976,110
2000-06-01,575.000000,583.000000,572.000000,578.500000,578.500000,33
2000-06-02,588.000000,589.000000,588.000000,594.349976,594.349976,8
2000-06-05,614.000000,616.000000,614.000000,618.650024,618.650024,9
2000-06-06,618.000000,618.000000,618.000000,620.650024,620.650024,33
2000-06-07,635.000000,640.000000,635.000000,641.150024,641.150024,4
2000-06-08,646.000000,646.000000,646.000000,644.200012,644.200012,9
2000-06-09,648.000000,648.000000,648.000000,645.049988,645.049988,1
2000-06-12,648.500000,648.500000,648.500000,645.750000,645.750000,6
2000-06-13,645.750000,648.500000,648.500000,666.299988,666.299988,5
2000-06-14,666.299988,648.500000,648.500000,665.000000,665.000000,2
2000-06-15,673.500000,673.500000,673.500000,671.900024,671.900024,1
2000-06-16,690.000000,690.000000,690.000000,684.950012,684.950012,18
2000-06-19,690.000000,690.000000,690.000000,692.150024,692.150024,0
2000-06-20,691.000000,691.000000,691.000000,688.000000,688.000000,1
2000-06-21,691.000000,691.000000,691.000000,679.450012,679.450012,0
2000-06-22,679.450012,691.000000,691.000000,651.650024,651.650024,0
2000-06-23,665.000000,665.000000,665.000000,662.000000,662.000000,2
2000-06-26,665.000000,665.000000,665.000000,667.000000,667.000000,0
2000-06-27,667.000000,665.000000,665.000000,654.150024,654.150024,31
2000-06-28,654.150024,665.000000,650.000000,660.250000,660.250000,128
2000-06-29,659.599976,659.599976,652.000000,654.299988,654.299988,28
2000-06-30,635.000000,651.099976,635.000000,647.950012,647.950012,80
2000-07-03,null,null,null,null,null,null
2000-07-04,null,null,null,null,null,null
2000-07-05,624.000000,627.000000,618.000000,625.549988,625.549988,197
2000-07-06,626.000000,645.000000,626.000000,641.400024,641.400024,76
2000-07-07,647.000000,664.000000,647.000000,662.349976,662.349976,303
2000-07-10,675.000000,675.000000,665.000000,671.000000,671.000000,99
2000-07-11,675.000000,678.000000,670.000000,672.950012,672.950012,51
2000-07-12,676.000000,676.000000,663.500000,665.200012,665.200012,64
2000-07-13,662.000000,670.000000,660.000000,669.500000,669.500000,26
2000-07-14,673.000000,689.500000,672.000000,686.650024,686.650024,176
2000-07-17,698.000000,710.000000,689.900024,708.250000,708.250000,227
2000-07-18,719.000000,719.000000,711.000000,717.500000,717.500000,144
2000-07-19,713.000000,718.000000,704.000000,713.750000,713.750000,76
2000-07-20,720.000000,740.000000,715.000000,735.849976,735.849976,138
2000-07-21,775.000000,780.000000,738.000000,765.400024,765.400024,116
2000-07-24,773.000000,776.000000,762.000000,762.950012,762.950012,118
